452,0.611111111111,501.0,101.0,510.0,111.0
522,0.743321718931,266.0,166.0,297.0,205.0
515,0.738916256158,348.0,140.0,372.0,169.0
538,0.784023668639,119.0,232.0,171.0,306.0
514,0.712643678161,353.0,147.0,376.0,177.0
420,0,596.0,70.0,604.0,79.0
428,0.418803418803,513.0,98.0,519.0,105.0
497,0,38.0,35.0,53.0,53.0
423,0.4375,515.0,95.0,521.0,103.0
536,0.840452551374,110.0,220.0,161.0,289.0
528,0.780976220275,199.0,188.0,237.0,235.0
545,1.0,7.0,353.0,72.0,462.0
445,0.471428571429,502.0,102.0,510.0,112.0
430,0,558.0,70.0,571.0,86.0
438,0.252525252525,502.0,101.0,509.0,110.0
496,0,38.0,36.0,52.0,53.0
446,0,521.0,75.0,529.0,84.0
459,0.381188118812,489.0,109.0,497.0,119.0
509,0.65625,380.0,136.0,400.0,158.0
534,0.829043619615,133.0,220.0,183.0,282.0
447,0.297619047619,502.0,101.0,509.0,111.0
537,0.74,118.0,238.0,165.0,311.0
449,0,542.0,78.0,553.0,91.0
419,0,539.0,76.0,548.0,86.0
543,0,538.0,76.0,549.0,87.0
422,0.545454545455,519.0,98.0,526.0,106.0
513,0.706552706553,354.0,140.0,377.0,170.0
535,0.872483221477,111.0,216.0,162.0,282.0
428,0,523.0,76.0,530.0,84.0
523,0.761458333333,243.0,164.0,276.0,206.0
431,0,595.0,71.0,604.0,82.0
458,0,542.0,80.0,551.0,90.0
490,0,38.0,35.0,52.0,52.0
534,0,214.0,444.0,239.0,471.0
541,0,540.0,75.0,554.0,90.0
